机构名称,表中文名,字段中文（可忽略）,数据元
人社,工伤保险定期待遇信息,执行时间,待遇发放时间
人社,工伤保险定期待遇信息,伤残等级,伤残等级
人社,工伤保险定期待遇信息,终止年月,终止年月
人社,工伤保险定期待遇信息,开始年月,待遇发放开始年月
人社,工伤保险定期待遇信息,工伤保险待遇一次性领取日期,工伤保险待遇一次性领取日期
人社,工伤保险定期待遇信息,工伤发生时间,工伤发生时间
人社,工伤保险定期待遇信息,单位名称,单位名称
人社,工伤保险定期待遇信息,工作单位统一社会信用代码,工作单位统一社会信用代码
人社,工伤保险定期待遇信息,姓名,姓名
人社,工伤保险定期待遇信息,公民身份号码,公民身份号码
政法委,流动儿童信息,姓名,姓名
政法委,流动儿童信息,性别,性别
政法委,流动儿童信息,出生日期,出生日期
政法委,流动儿童信息,民族,民族
政法委,流动儿童信息,户籍地址,户籍地址
政法委,流动儿童信息,是否入学,是否入学
政法委,流动儿童信息,所在省市区县,所在省市县区
政法委,流动儿童信息,户籍地省市区县,户籍地省市县区
政法委,流动儿童信息,母亲姓名,母亲姓名
政法委,流动儿童信息,母亲公民身份号码,母亲公民身份号码
政法委,流动儿童信息,母亲户籍地址,母亲户籍地址
政法委,流动儿童信息,父亲姓名,父亲姓名
政法委,流动儿童信息,父亲公民身份号码,父亲公民身份号码
政法委,流动儿童信息,父亲户籍地址,父亲户籍地址
政法委,流动儿童信息,监护人姓名,监护人姓名
政法委,流动儿童信息,监护人公民身份号码,监护人公民身份号码
政法委,流动儿童信息,监护人户籍地址,监护人户籍地址
政法委,流动儿童信息,父亲联系电话,父亲联系电话
政法委,流动儿童信息,母亲联系电话,母亲联系电话
政法委,流动儿童信息,监护人联系电话,监护人联系电话
住建,公租房保障家庭保障对象信息,保障对象编号,保障对象编号
住建,公租房保障家庭保障对象信息,保障方式,保障方式
住建,公租房保障家庭保障对象信息,保障家庭编号,保障家庭编号
住建,公租房保障家庭保障对象信息,保障状态,保障状态
住建,公租房保障家庭保障对象信息,家庭人数,救助人员家庭人数
住建,公租房保障家庭保障对象信息,是否主申请人,是否主申请人
住建,公租房保障家庭保障对象信息,所在行政区划,行政区划名称
住建,公租房保障家庭保障对象信息,状态,保障对象状态
住建,公租房保障家庭保障对象信息,保障对象身份证号码,保障对象公民身份号码
住建,公租房保障家庭保障对象信息,保障对象姓名,保障对象姓名
住建,公积金个人信息,姓名,姓名
住建,公积金个人信息,性别,性别
住建,公积金个人信息,身份证号码,公民身份号码
住建,公积金个人信息,个人账号,个人公积金账号
住建,公积金个人信息,缴存基数,缴存基数
住建,公积金个人信息,个人月缴存比例（%）,个人月缴存比例
住建,公积金个人信息,单位月缴存比例（%）,单位月缴存比例
住建,公积金个人信息,个人月缴存金额,个人月缴存金额
住建,公积金个人信息,单位月缴存金额,单位月缴存金额
住建,公积金个人信息,当年缴存金额,个人当年缴存金额
住建,公积金个人信息,上年结转金额,上年结转金额
住建,公积金个人信息,当年提取金额,当年提取金额
住建,公积金个人信息,个人账户状态,个人账户状态
住建,公积金个人信息,缴存机构名称,缴存机构
住建,公积金个人信息,单位账号,单位公积金账号
住建,公积金个人信息,单位名称,单位名称
住建,公积金个人信息,账户余额,公积金账户余额
住建,公积金个人信息,开户日期,开户日期
住建,公积金个人信息,销户日期,销户日期
住建,公积金个人信息,最后业务时间,最后业务时间
住建,公积金缴存信息,姓名,姓名
住建,公积金缴存信息,身份证号码,公民身份号码
住建,公积金缴存信息,个人账号,个人公积金账号
住建,公积金缴存信息,业务类型（缴交，提取，逐月还贷款，年度结息）,公积金业务类型
住建,公积金缴存信息,交易金额,交易金额
住建,公积金缴存信息,账户余额,公积金账户余额
住建,公积金缴存信息,交易时间,交易时间
住建,住房公积金贷款信息,借款合同编号,合同编号
住建,住房公积金贷款信息,借款人公积金账号,借款人公积金账号
住建,住房公积金贷款信息,借款人姓名,借款人姓名
住建,住房公积金贷款信息,借款人证件类型,借款人证件类型
住建,住房公积金贷款信息,借款人证件号码,借款人证件号码
住建,住房公积金贷款信息,受委托银行名称,受委托银行
住建,住房公积金贷款信息,还款账号,还款账号
住建,住房公积金贷款信息,账户开户银行名称,账户开户银行名称
住建,住房公积金贷款信息,合同贷款金额,合同贷款金额
住建,住房公积金贷款信息,贷款类型,贷款类型
住建,住房公积金贷款信息,贷款期数,贷款期数
住建,住房公积金贷款信息,约定放款日期,约定放款日期
住建,住房公积金贷款信息,借款合同年利率,借款合同年利率
住建,住房公积金贷款信息,利率浮动比例,贷款利率浮动比例
住建,住房公积金贷款信息,购房首付款,购房首付款
住建,住房公积金贷款信息,房屋坐落,不动产坐落
住建,住房公积金贷款信息,房屋性质,房屋性质
住建,住房公积金贷款信息,房屋建筑面积,房屋建筑面积
住建,住房公积金贷款信息,房屋总价,房屋总价
住建,住房公积金贷款信息,贷款合同状态,贷款合同状态
住建,住房公积金贷款信息,月还金额,月还款额
住建,住房公积金贷款信息,贷款余额,贷款余额
住建,住房公积金贷款信息,还款方式,还款方式
住建,住房公积金贷款信息,贷款结清日期,贷款结清日期
住建,住房公积金贷款信息,逾期本金总额,逾期本金总额
住建,住房公积金贷款信息,逾期利息总额,逾期利息总额
住建,住房公积金贷款信息,共同借款人姓名,共同借款人姓名
住建,住房公积金贷款信息,共同借款人证件类型,共同借款人证件类型
住建,住房公积金贷款信息,共同借款人证件号码,共同借款人证件号码
住建,住房公积金贷款信息,参贷关系,参贷关系
住建,住房公积金贷款信息,贷款期限（月）,贷款期限
住建,住房公积金贷款信息,贷款利率,贷款利率
住建,住房公积金贷款信息,贷款日期,贷款日期
住建,住房公积金贷款信息,借款用途,借款用途
公安,常住人口相片信息,相片路径,相片路径
公安,常住人口相片信息,人口序列号,人口序列号
公安,常住人口相片信息,身份证号,公民身份号码
海事局,海船船员适任证书信息,适用的限制(等级与职务),海员适用限制
海事局,海船船员适任证书信息,出生日期,出生日期
海事局,海船船员适任证书信息,证书号码,海员适任证编号
海事局,海船船员适任证书信息,等级与职务,海员等级职务
海事局,海船船员适任证书信息,证书状态,资格证证书状态
海事局,海船船员适任证书信息,证书有效期截止日期,证书有效期截止日期
海事局,海船船员适任证书信息,职能,海员职能
海事局,海船船员适任证书信息,身份证号码,公民身份号码
海事局,海船船员适任证书信息,证书签发日期,发证日期
海事局,海船船员适任证书信息,签发机关名称,发证机关
海事局,海船船员适任证书信息,级别,海员级别
海事局,海船船员适任证书信息,船员姓名,船员姓名
海事局,海船船员适任证书信息,国籍,国籍
海事局,海船船员适任证书信息,照片信息,个人照片
海事局,海船船员适任证书信息,性别,性别
教育,普通高等学校毕业证书信息,毕（结）业,毕肄结业时间
教育,普通高等学校毕业证书信息,毕（结）业日期,毕结业日期
教育,普通高等学校毕业证书信息,层次,学历
教育,普通高等学校毕业证书信息,证照状态,毕业证状态
教育,普通高等学校毕业证书信息,出生日期,出生日期
教育,普通高等学校毕业证书信息,民族,民族
教育,普通高等学校毕业证书信息,入学日期,入学日期
教育,普通高等学校毕业证书信息,身份证号,公民身份号码
教育,普通高等学校毕业证书信息,毕业日期,毕业日期
教育,普通高等学校毕业证书信息,性别,性别
教育,普通高等学校毕业证书信息,学号,学号
教育,普通高等学校毕业证书信息,学历类型,学历类型
教育,普通高等学校毕业证书信息,姓名,姓名
教育,普通高等学校毕业证书信息,学校名称,学校名称
教育,普通高等学校毕业证书信息,学习形式,学习形式
教育,普通高等学校毕业证书信息,校（院）长姓名,校院长姓名
教育,普通高等学校毕业证书信息,学制,学制
教育,普通高等学校毕业证书信息,照片,个人照片
教育,普通高等学校毕业证书信息,证书编号,毕业证书编号
教育,普通高等学校毕业证书信息,专业,专业名称
教育,普通高等学校毕业证书信息,政治面貌,政治面貌
教育,学位证书信息,毕业年月,毕业年月
教育,学位证书信息,证照状态,学位证状态
教育,学位证书信息,出生日期,出生日期
教育,学位证书信息,国别,国籍
教育,学位证书信息,获学位日期,获得学位日期
教育,学位证书信息,民族,民族
教育,学位证书信息,入学年月,入学年月
教育,学位证书信息,省市名称,省市名称
教育,学位证书信息,性别,性别
教育,学位证书信息,姓名,姓名
教育,学位证书信息,学位类别,学位类别
教育,学位证书信息,学位授予单位,学位授予单位
教育,学位证书信息,学位证编号,学位证书编号
教育,学位证书信息,学制,学制
教育,学位证书信息,校长姓名,校长姓名
教育,学位证书信息,证件号码,身份证件号码
教育,学位证书信息,证件类型,身份证件类型
教育,学位证书信息,照片,个人照片
教育,学位证书信息,照片状态,个人照片状态
教育,学位证书信息,证书大类,学位大类
教育,学位证书信息,证书分类,学位证书分类
教育,学位证书信息,主席姓名,学位证主席姓名
教育,学位证书信息,专业名称,专业名称
教育,学位证书信息,政治面貌,政治面貌
教育,高校学生信息,班级名称,班级名称
教育,高校学生信息,层次,学历
教育,高校学生信息,当年所在级,年级
教育,高校学生信息,入学日期,入学日期
教育,高校学生信息,身份证号,公民身份号码
教育,高校学生信息,性别,性别
教育,高校学生信息,学号,学号
教育,高校学生信息,姓名,姓名
教育,高校学生信息,学习形式,学习形式
教育,高校学生信息,学制,学制
教育,高校学生信息,院校名称,院校名称
教育,高校学生信息,照片,个人照片
教育,高校学生信息,专业名称,专业名称
民宗,宗教职员证照信息,姓名,姓名
民宗,宗教职员证照信息,身份证号,公民身份号码
民宗,宗教职员证照信息,照片,个人照片
民宗,宗教职员证照信息,宗教,宗教
农业农村,执业助理兽医师资格证信息,发证时间,发证时间
农业农村,执业助理兽医师资格证信息,是否启用,证件是否启用
农业农村,执业助理兽医师资格证信息,照片,个人照片
农业农村,执业助理兽医师资格证信息,姓名,姓名
农业农村,执业助理兽医师资格证信息,内容,资格证内容
农业农村,执业助理兽医师资格证信息,证书编号,从业资格证证书编号
农业农村,执业助理兽医师资格证信息,发证机关,发证机关
农业农村,执业助理兽医师资格证信息,身份证件号,公民身份号码
农业农村,执业助理兽医师资格证信息,发证日期,发证日期
农业农村,执业助理兽医师资格证信息,状态,资格证状态
农业农村,执业兽医师资格证信息,发证时间,发证时间
农业农村,执业兽医师资格证信息,是否启用,证件是否启用
农业农村,执业兽医师资格证信息,照片,个人照片
农业农村,执业兽医师资格证信息,姓名,姓名
农业农村,执业兽医师资格证信息,内容,资格证内容
农业农村,执业兽医师资格证信息,证书编号,从业资格证证书编号
农业农村,执业兽医师资格证信息,发证机关,发证机关
农业农村,执业兽医师资格证信息,身份证件号,公民身份号码
农业农村,执业兽医师资格证信息,发证日期,发证日期
农业农村,执业兽医师资格证信息,状态,资格证状态
农业农村,拖拉机和联合收割机行驶证信息,发证时间,发证时间
农业农村,拖拉机和联合收割机行驶证信息,注册登记时间,机动车注册登记日期
农业农村,拖拉机和联合收割机行驶证信息,牌照有效期限,牌照有效期限
农业农村,拖拉机和联合收割机行驶证信息,是否启用,证件是否启用
农业农村,拖拉机和联合收割机行驶证信息,登记证书编号,机动车登记证书编号
农业农村,拖拉机和联合收割机行驶证信息,车辆型号,车辆型号
农业农村,拖拉机和联合收割机行驶证信息,拖拉机最小使用质量,机动车最小使用质量
农业农村,拖拉机和联合收割机行驶证信息,联合收割机质量,联合收割机质量
农业农村,拖拉机和联合收割机行驶证信息,拖拉机最大允许载质量,机动车最大允许载质量
农业农村,拖拉机和联合收割机行驶证信息,准乘人数,机动车准乘人数
农业农村,拖拉机和联合收割机行驶证信息,外廓尺寸-长,外廓尺寸长
农业农村,拖拉机和联合收割机行驶证信息,外廓尺寸-宽,外廓尺寸宽
农业农村,拖拉机和联合收割机行驶证信息,外廓尺寸-高,外廓尺寸高
农业农村,拖拉机和联合收割机行驶证信息,是否临牌,是否临牌
农业农村,拖拉机和联合收割机行驶证信息,身份证号,公民身份号码
农业农村,拖拉机和联合收割机行驶证信息,车牌号码,车牌号码
农业农村,拖拉机和联合收割机行驶证信息,所属地区,所属地区
农业农村,拖拉机和联合收割机行驶证信息,机身颜色,机身颜色
农业农村,拖拉机和联合收割机行驶证信息,车辆照片,车辆照片
农业农村,拖拉机和联合收割机行驶证信息,发证机关,发证机关
农业农村,拖拉机和联合收割机行驶证信息,车辆类型,车辆类型
农业农村,拖拉机和联合收割机行驶证信息,状态,动产状态
农业农村,拖拉机和联合收割机行驶证信息,所有人,所有人
农业农村,拖拉机和联合收割机行驶证信息,地址,地址
农业农村,拖拉机和联合收割机行驶证信息,底盘机架号,底盘机架号
农业农村,拖拉机和联合收割机行驶证信息,挂车架号码,车辆识别代码
农业农村,拖拉机和联合收割机行驶证信息,发动机号码,发动机号码
农业农村,拖拉机和联合收割机行驶证信息,车辆品牌,车辆品牌
农业农村,拖拉机和联合收割机行驶证信息,状态,动产状态
人社,全国专业技术人员计算机应用能力考试证书信息,发证单位,发证机关
人社,全国专业技术人员计算机应用能力考试证书信息,发证日期,发证日期
人社,全国专业技术人员计算机应用能力考试证书信息,合格科目名称,考试合格科目名称
人社,全国专业技术人员计算机应用能力考试证书信息,序号,司法案件序号
人社,全国专业技术人员计算机应用能力考试证书信息,姓名,姓名
人社,全国专业技术人员计算机应用能力考试证书信息,状态,资格证状态
人社,全国专业技术人员计算机应用能力考试证书信息,通过时间,考试通过时间
人社,全国专业技术人员计算机应用能力考试证书信息,性别,性别
人社,全国专业技术人员计算机应用能力考试证书信息,证件号码,身份证件号码
人社,全国专业技术人员计算机应用能力考试证书信息,照片路径,个人照片
人社,专业技术人员资格考试证书信息,报考级别名称,报考级别名称
人社,专业技术人员资格考试证书信息,报考专业名称,报考专业名称
人社,专业技术人员资格考试证书信息,发证单位,发证机关
人社,专业技术人员资格考试证书信息,考试科目,考试科目
人社,专业技术人员资格考试证书信息,考试时间,考试时间
人社,专业技术人员资格考试证书信息,签发时间,发证日期
人社,专业技术人员资格考试证书信息,状态,资格证状态
人社,专业技术人员资格考试证书信息,有效年度数,有效年度数
人社,专业技术人员资格考试证书信息,有效期截止,有效期截止日期
人社,专业技术人员资格考试证书信息,有效期起始,证书有效期开始日期
人社,专业技术人员资格考试证书信息,有效期起始年度,有效期开始年度
人社,专业技术人员资格考试证书信息,证件类别,身份证件类型
人社,专业技术人员资格考试证书信息,照片路径,个人照片
人社,专业技术人员资格考试证书信息,合格年份,考试合格年份
人社,专业技术人员资格考试证书信息,考生姓名,考生姓名
人社,专业技术人员资格考试证书信息,证件号码,身份证件号码
人社,专业技术人员资格考试证书信息,证照编号,资格证证照编号
人社,专业技术人员资格考试证书信息,证照名称,资格证证照名称
人社,初中高级专业技术职务任职资格证书信息,毕业学校,毕业院校
人社,初中高级专业技术职务任职资格证书信息,出生年月,出生年月
人社,初中高级专业技术职务任职资格证书信息,联系电话,联系电话
人社,初中高级专业技术职务任职资格证书信息,发证单位,发证机关
人社,初中高级专业技术职务任职资格证书信息,发证时间,发证时间
人社,初中高级专业技术职务任职资格证书信息,工作单位,工作单位
人社,初中高级专业技术职务任职资格证书信息,级别名称,资格级别
人社,初中高级专业技术职务任职资格证书信息,评委会名称,评委会名称
人社,初中高级专业技术职务任职资格证书信息,取得方式,资格证取得方式
人社,初中高级专业技术职务任职资格证书信息,取得资格时间,取得资格时间
人社,初中高级专业技术职务任职资格证书信息,所属系列,专业技术职务系列名称
人社,初中高级专业技术职务任职资格证书信息,状态,资格证状态
人社,初中高级专业技术职务任职资格证书信息,所学专业,所学专业
人社,初中高级专业技术职务任职资格证书信息,所在地市、省级主管部门,省市主管部门
人社,初中高级专业技术职务任职资格证书信息,所在县（市、区）、市本级,所在市县区
人社,初中高级专业技术职务任职资格证书信息,通讯地址,通讯地址
人社,初中高级专业技术职务任职资格证书信息,性别,性别
人社,初中高级专业技术职务任职资格证书信息,资格名称,资格名称
人社,初中高级专业技术职务任职资格证书信息,最高学历,最高学历
人社,初中高级专业技术职务任职资格证书信息,最高学位,最高学位
人社,初中高级专业技术职务任职资格证书信息,证件类别,身份证件类型
人社,初中高级专业技术职务任职资格证书信息,照片路径,个人照片
人社,初中高级专业技术职务任职资格证书信息,证书查询,证书查询
人社,初中高级专业技术职务任职资格证书信息,专业名称,专业名称
人社,初中高级专业技术职务任职资格证书信息,在职状态,在职状态
人社,初中高级专业技术职务任职资格证书信息,姓名,姓名
人社,初中高级专业技术职务任职资格证书信息,证件号码,身份证件号码
人社,初中高级专业技术职务任职资格证书信息,证书编号,从业资格证证书编号
卫健委,乡村医生电子证照,发证机关,发证机关
卫健委,乡村医生电子证照,发证日期,发证日期
卫健委,乡村医生电子证照,性别,性别
卫健委,乡村医生电子证照,姓名,姓名
卫健委,乡村医生电子证照,有效期开始时间,有效期开始时间
卫健委,乡村医生电子证照,有效期结束时间,证书有效期截止日期
卫健委,乡村医生电子证照,照片,个人照片
卫健委,乡村医生电子证照,执业地点,执业地点名称
卫健委,乡村医生电子证照,身份证号(主键),公民身份号码
卫健委,医师执业电子证照,发证日期,发证日期
卫健委,医师执业电子证照,身份证号码,公民身份号码
卫健委,医师执业电子证照,审批机关,审批机关
卫健委,医师执业电子证照,性别,性别
卫健委,医师执业电子证照,姓名,姓名
卫健委,医师执业电子证照,有效期结束时间,证书有效期截止日期
卫健委,医师执业电子证照,有效期开始时间,有效期开始时间
卫健委,医师执业电子证照,资格证书编码,注册证书编号
卫健委,医师执业电子证照,照片,个人照片
卫健委,医师执业电子证照,执业地点名称,执业地点名称
卫健委,医师执业电子证照,执业范围,执业范围
卫健委,医师执业电子证照,主要执业机构,执业机构
卫健委,医师执业电子证照,执业类别,医师执业类型
卫健委,医师执业电子证照,执业证书编码,注册证书编号
电力公司,电费欠费信息,身份证号,公民身份号码
电力公司,电费欠费信息,用电户名,用户名
电力公司,电费欠费信息,用电地址,用电地址
电力公司,电费欠费信息,欠费总额,欠费总额
电力公司,电费欠费信息,统计年月,电费统计年月
电力公司,电费欠费信息,用电户号,用户号
电力公司,电费欠费信息,欠费时段,欠费时段
公安,网吧上网人员信息,证件号码,身份证件号码
公安,网吧上网人员信息,证件类型,身份证件类型
公安,网吧上网人员信息,所属国家,所属国家地区
公安,网吧上网人员信息,上网IP地址,上网IP地址
公安,网吧上网人员信息,下线时间,上网下线时间
公安,网吧上网人员信息,上线时间,上网上线时间
公安,网吧上网人员信息,网吧名称,网吧名称
公安,网吧上网人员信息,姓名,姓名
公安,网吧上网人员信息,组织名称,组织名称
广电局,境外地面卫星广播电视接收用户信息,接收地址,接收地址
广电局,境外地面卫星广播电视接收用户信息,单位名称或个人姓名,单位名称或个人姓名
广电局,境外地面卫星广播电视接收用户信息,组织机构代码,组织机构代码
广电局,境外地面卫星广播电视接收用户信息,接收卫星,接收卫星
广电局,境外地面卫星广播电视接收用户信息,个人护照号,护照号码
广电局,境外地面卫星广播电视接收用户信息,统一社会信用代码或身份证号,统一社会信用代码或身份证件号码
广电局,境外地面卫星广播电视接收用户信息,邮政编码,邮政编码
广电局,境外地面卫星广播电视接收用户信息,许可证号,许可证号
电力公司,居民用电信息,用电量,用电量
电力公司,居民用电信息,抄表日期,抄表日期
电力公司,居民用电信息,证件类型,身份证件类型
电力公司,居民用电信息,立户日期,开户日期
电力公司,居民用电信息,证件号,身份证件号码
电力公司,居民用电信息,安装地址,安装地址
电力公司,居民用电信息,联系方式,联系电话
电力公司,居民用电信息,用户姓名,用户姓名
电力公司,居民用电信息,缴费时间,缴费时间
电力公司,居民用电信息,"费用状态（欠费信息为""未缴费""）",水电气费用状态
电力公司,居民用电信息,户号,用户号
电力公司,居民用电信息,统一社会信用代码,统一社会信用代码
电力公司,居民用电信息,"用户类别(用户类型为单位即为单位,其他为个人)",用户类型
电力公司,居民用电信息,抄表号,水电气抄表号
燃气公司,居民用气信息,用气量,用气量
燃气公司,居民用气信息,抄表日期,抄表日期
燃气公司,居民用气信息,证件类型,身份证件类型
燃气公司,居民用气信息,立户日期,开户日期
燃气公司,居民用气信息,证件号,身份证件号码
燃气公司,居民用气信息,安装地址,安装地址
燃气公司,居民用气信息,联系方式,联系电话
燃气公司,居民用气信息,用户姓名,用户姓名
燃气公司,居民用气信息,缴费时间,缴费时间
燃气公司,居民用气信息,"费用状态（欠费信息为""未缴费""）",水电气费用状态
燃气公司,居民用气信息,户号,用户号
燃气公司,居民用气信息,统一社会信用代码,统一社会信用代码
燃气公司,居民用气信息,"用户类别(用户类型为单位即为单位,其他为个人)",用户类型
燃气公司,居民用气信息,抄表号,水电气抄表号
水务公司,居民用水信息,用水量,用水量
水务公司,居民用水信息,抄表日期,抄表日期
水务公司,居民用水信息,证件类型,身份证件类型
水务公司,居民用水信息,立户日期,开户日期
水务公司,居民用水信息,证件号,身份证件号码
水务公司,居民用水信息,安装地址,安装地址
水务公司,居民用水信息,联系方式,联系电话
水务公司,居民用水信息,用户姓名,用户姓名
水务公司,居民用水信息,缴费时间,缴费时间
水务公司,居民用水信息,"费用状态（欠费信息为""未缴费""）",水电气费用状态
水务公司,居民用水信息,户号,用户号
水务公司,居民用水信息,统一社会信用代码,统一社会信用代码
水务公司,居民用水信息,"用户类别(用户类型为单位即为单位,其他为个人)",用户类型
水务公司,居民用水信息,抄表号,水电气抄表号
团委,志愿者信息,身份证号码,公民身份号码
团委,志愿者信息,信用时数,志愿者信用时数
团委,志愿者信息,性别,性别
团委,志愿者信息,手机号码,联系电话
团委,志愿者信息,姓名,姓名
团委,志愿者信息,政治面貌,政治面貌
团委,志愿者信息,注册来源城市,注册来源城市
团委,志愿者信息,星级,志愿者星级
团委,志愿者参与活动记录,活动名称,活动名称
团委,志愿者参与活动记录,活动日期,活动日期
团委,志愿者参与活动记录,签到时间,签到时间
团委,志愿者参与活动记录,签退时间,签退时间
团委,志愿者参与活动记录,志愿者姓名,志愿者姓名
团委,志愿者参与活动记录,志愿者身份证号,志愿者公民身份号码
团委,志愿者参与活动记录,活动地点,活动地点
团委,志愿者参与活动记录,市,市
团委,志愿者参与活动记录,区县,区县
团委,志愿者服务信息,身份证号,公民身份号码
团委,志愿者服务信息,姓名,姓名
团委,志愿者服务信息,总时数,志愿者服务总时数
卫健委,流动人口婚育证明,女方公民身份证号,女方公民身份号码
卫健委,流动人口婚育证明,女方婚姻状况,女方婚姻状况
卫健委,流动人口婚育证明,女方姓名,女方姓名
卫健委,流动人口婚育证明,更新时间,更新时间
卫健委,生育登记信息,证件类型,身份证件类型
卫健委,生育登记信息,孩次,孩次
卫健委,生育登记信息,女方身份证号,女方公民身份号码
卫健委,生育登记信息,女方姓名,女方姓名
卫健委,生育登记信息,发证地,发证地
卫健委,生育登记信息,发证地编码,发证地编码
卫健委,生育登记信息,男方身份证号,男方公民身份号码
卫健委,生育登记信息,男方姓名,男方姓名
卫健委,生育登记信息,登记/审批日期,登记日期
卫健委,生育登记信息,记录状态,生育登记状态
卫健委,生育登记信息,生育时间,生育时间
卫健委,生育登记信息,户籍地址,户籍地址
卫健委,生育登记信息,发证日期,发证日期
卫健委,生育登记信息,生育管理地,生育管理地
卫健委,生育登记信息,政策属性,生育政策属性
卫健委,生育登记信息,生育登记证号,生育登记证号
文旅,出境游领队证人员信息,导游证号,导游证号
文旅,出境游领队证人员信息,导游证资格证号,导游证资格证号
文旅,出境游领队证人员信息,性别,性别
文旅,出境游领队证人员信息,学历,学历
文旅,出境游领队证人员信息,姓名,姓名
文旅,出境游领队证人员信息,手机号,联系电话
文旅,出境游领队证人员信息,项目,项目名称
文旅,出境游领队证人员信息,现签约旅行社,现签约旅行社
文旅,出境游领队证人员信息,身份证号码,公民身份号码
文旅,出境游领队证人员信息,出境游领队资格证书号,出境游领队资格证书号
信访局,信访件信息,办结标志,办结标志
信访局,信访件信息,办结时间,信访件办结时间
信访局,信访件信息,登记部门,登记部门
信访局,信访件信息,登记单位,登记单位
信访局,信访件信息,登记时间,登记时间
信访局,信访件信息,概况,信访件概况
信访局,信访件信息,行业内容分类,行业内容分类
信访局,信访件信息,是否保密,是否保密
信访局,信访件信息,联名信或集体访,信访件类型
信访局,信访件信息,匿名标志,是否匿名标志
信访局,信访件信息,首次信访标志,首次信访标志
信访局,信访件信息,是否公开,是否公开
信访局,信访件信息,涉法涉诉标志,涉法涉诉标志
信访局,信访件信息,涉及人数,信访件涉及人数
信访局,信访件信息,受信人,受信人姓名
信访局,信访件信息,信访件编号,信访件编号
信访局,信访件信息,信访件状态,信访件状态
信访局,信访件信息,信访事项信访目的,信访事项信访目的
信访局,信访件信息,信访日期,信访日期
信访局,信访件信息,信访人诉求,信访人诉求
信访局,信访件信息,信访形式,信访形式
信访局,信访件信息,信访人姓名,信访人姓名
信访局,信访件信息,证件类型,身份证件类型
信访局,信访件信息,证件号码,身份证件号码
信访局,信访人信息,出生日期,出生日期
信访局,信访人信息,常住地址,常住地址
信访局,信访人信息,电子邮件,电子邮箱
信访局,信访人信息,工作单位,工作单位
信访局,信访人信息,户口所在地,户籍地
信访局,信访人信息,联系电话,联系电话
信访局,信访人信息,民族,民族
信访局,信访人信息,通讯地址,通讯地址
信访局,信访人信息,性别,性别
信访局,信访人信息,信访人国籍或港澳台居民身份,国籍地区
信访局,信访人信息,姓名,姓名
信访局,信访人信息,邮政编码,邮政编码
信访局,信访人信息,证件号码,身份证件号码
信访局,信访人信息,证件类型,身份证件类型
信访局,信访人信息,职业,职业
信访局,信访人信息,政治身份,政治面貌
残联,残疾人信息,居住地址,居住地址
残联,残疾人信息,出生日期,出生日期
残联,残疾人信息,残疾证号,残疾证号
残联,残疾人信息,残疾等级,残疾等级
残联,残疾人信息,残疾类别,残疾类别
残联,残疾人信息,性别,性别
残联,残疾人信息,监护人住址,监护人住址
残联,残疾人信息,监护人姓名,监护人姓名
残联,残疾人信息,监护人联系方式,监护人联系电话
残联,残疾人信息,与监护人关系,与监护人关系
残联,残疾人信息,身份证号,公民身份号码
残联,残疾人信息,发证机关,发证机关
残联,残疾人信息,发证日期,发证日期
残联,残疾人信息,姓名,姓名
残联,残疾人信息,民族,民族
残联,残疾人信息,户籍地区,户籍地
残联,残疾人信息,联系方式,联系电话
残联,残疾人信息,持证状态,持证状态
民政,残疾军人信息,姓名,姓名
民政,残疾军人信息,性别,性别
民政,残疾军人信息,出生日期,出生日期
民政,残疾军人信息,身份证,公民身份号码
民政,残疾军人信息,行政区划,行政区划名称
民政,残疾军人信息,户籍地,户籍地
民政,残疾军人信息,残疾等级,残疾等级
民政,残疾军人信息,残疾性质,残疾性质
民政,残疾军人信息,发证日期,发证日期
民政,残疾军人信息,有效期,证件有效期
民政,残疾军人信息,证明机关,证明机关
民政,残疾军人信息,证明时间,证明日期
卫健委,出生医学证明信息,父亲国籍,父亲国籍
卫健委,出生医学证明信息,父亲民族,父亲民族
卫健委,出生医学证明信息,父亲住址,父亲住址
卫健委,出生医学证明信息,父亲证件号码,父亲身份证件号码
卫健委,出生医学证明信息,父亲证件类别,父亲身份证件类型
卫健委,出生医学证明信息,健康状况,健康状况
卫健委,出生医学证明信息,医疗机构名称,医疗机构名称
卫健委,出生医学证明信息,母亲国籍,母亲国籍
卫健委,出生医学证明信息,母亲民族,母亲民族
卫健委,出生医学证明信息,母亲年龄,母亲年龄
卫健委,出生医学证明信息,母亲住址,母亲居住地址
卫健委,出生医学证明信息,母亲证件号码,母亲身份证件号码
卫健委,出生医学证明信息,母亲证件类别,母亲身份证件类型
卫健委,出生医学证明信息,签发机构,签发机构
卫健委,出生医学证明信息,签发日期,证明签发日期
卫健委,出生医学证明信息,出生时间,出生时间
卫健委,出生医学证明信息,出生体重,出生体重
卫健委,出生医学证明信息,出生地,出生地
卫健委,出生医学证明信息,父亲年龄,父亲年龄
卫健委,出生医学证明信息,父亲身份证号码,父亲公民身份号码
卫健委,出生医学证明信息,父亲姓名,父亲姓名
卫健委,出生医学证明信息,母亲身份证号码,母亲公民身份号码
卫健委,出生医学证明信息,母亲姓名,母亲姓名
卫健委,出生医学证明信息,出生日期,出生日期
卫健委,出生医学证明信息,性别,性别
卫健委,出生医学证明信息,新生儿姓名,新生儿姓名
